Site,Date,Time,Time Zone,Measurement (MWh/h),Forecast (MWh/h),Uncertainty lower bound (MWh/h),Uncertainty upper bound (MWh/h)
Vermont (Billing Load),2017-04-27,18:00:00,EDT,,48.20627,34.90858,61.50397
Vermont (Billing Load),2017-04-27,19:00:00,EDT,,17.04991,10.09659,24.00324
Vermont (Billing Load),2017-04-27,20:00:00,EDT,,1.38875,1.38875,1.38875
Vermont (Billing Load),2017-04-27,21:00:00,EDT,,0.05064,0.05064,0.05064
Vermont (Billing Load),2017-04-27,22:00:00,EDT,,0.05058,0.05058,0.05058
Vermont (Billing Load),2017-04-27,23:00:00,EDT,,0.05054,0.05054,0.05054
Vermont (Billing Load),2017-04-28,00:00:00,EDT,,0.05053,0.05053,0.05053
Vermont (Billing Load),2017-04-28,01:00:00,EDT,,0.05056,0.05056,0.05056
Vermont (Billing Load),2017-04-28,02:00:00,EDT,,0.05063,0.05063,0.05063
Vermont (Billing Load),2017-04-28,03:00:00,EDT,,0.05071,0.05071,0.05071
Vermont (Billing Load),2017-04-28,04:00:00,EDT,,0.05078,0.05078,0.05078
Vermont (Billing Load),2017-04-28,05:00:00,EDT,,0.05173,0.05173,0.05173
Vermont (Billing Load),2017-04-28,06:00:00,EDT,,0.08678,0.08678,0.08678
Vermont (Billing Load),2017-04-28,07:00:00,EDT,,2.00219,0.50055,3.59082
Vermont (Billing Load),2017-04-28,08:00:00,EDT,,8.2344,3.3787,13.0901
Vermont (Billing Load),2017-04-28,09:00:00,EDT,,21.86824,11.36106,32.37543
Vermont (Billing Load),2017-04-28,10:00:00,EDT,,44.18224,28.68275,59.68172
Vermont (Billing Load),2017-04-28,11:00:00,EDT,,73.45915,58.85705,88.06125
Vermont (Billing Load),2017-04-28,12:00:00,EDT,,108.86276,87.52566,130.19986
Vermont (Billing Load),2017-04-28,13:00:00,EDT,,133.58016,107.39845,159.76187
Vermont (Billing Load),2017-04-28,14:00:00,EDT,,143.69395,115.52993,171.85796
Vermont (Billing Load),2017-04-28,15:00:00,EDT,,142.75792,114.77736,170.73847
Vermont (Billing Load),2017-04-28,16:00:00,EDT,,122.57582,98.55096,146.60068
Vermont (Billing Load),2017-04-28,17:00:00,EDT,,88.44454,71.10941,105.77967
Vermont (Billing Load),2017-04-28,18:00:00,EDT,,57.14338,42.53268,71.75408
Vermont (Billing Load),2017-04-28,19:00:00,EDT,,18.81886,10.8021,26.83561
Vermont (Billing Load),2017-04-28,20:00:00,EDT,,1.57164,1.57164,1.57164
Vermont (Billing Load),2017-04-28,21:00:00,EDT,,0.05108,0.05108,0.05108
Vermont (Billing Load),2017-04-28,22:00:00,EDT,,0.051,0.051,0.051
Vermont (Billing Load),2017-04-28,23:00:00,EDT,,0.05092,0.05092,0.05092
Vermont (Billing Load),2017-04-29,00:00:00,EDT,,0.05085,0.05085,0.05085
Vermont (Billing Load),2017-04-29,01:00:00,EDT,,0.05079,0.05079,0.05079
Vermont (Billing Load),2017-04-29,02:00:00,EDT,,0.05072,0.05072,0.05072
Vermont (Billing Load),2017-04-29,03:00:00,EDT,,0.05066,0.05066,0.05066
Vermont (Billing Load),2017-04-29,04:00:00,EDT,,0.0506,0.0506,0.0506
Vermont (Billing Load),2017-04-29,05:00:00,EDT,,0.05073,0.05073,0.05073
Vermont (Billing Load),2017-04-29,06:00:00,EDT,,0.14839,0.14839,0.14839
Vermont (Billing Load),2017-04-29,07:00:00,EDT,,4.2686,2.25153,6.28566
Vermont (Billing Load),2017-04-29,08:00:00,EDT,,12.8188,8.94145,16.69615
Vermont (Billing Load),2017-04-29,09:00:00,EDT,,16.9743,11.38438,22.56421
Vermont (Billing Load),2017-04-29,10:00:00,EDT,,28.63759,18.52391,38.75127
Vermont (Billing Load),2017-04-29,11:00:00,EDT,,46.48318,31.07758,61.88879
Vermont (Billing Load),2017-04-29,12:00:00,EDT,,67.64195,53.38237,81.90152
Vermont (Billing Load),2017-04-29,13:00:00,EDT,,85.61808,68.83694,102.39922
Vermont (Billing Load),2017-04-29,14:00:00,EDT,,105.09896,84.49956,125.69835
Vermont (Billing Load),2017-04-29,15:00:00,EDT,,109.8777,88.34167,131.41372
Vermont (Billing Load),2017-04-29,16:00:00,EDT,,96.357,77.47102,115.24297
Vermont (Billing Load),2017-04-29,17:00:00,EDT,,72.59586,57.28668,87.90505
Vermont (Billing Load),2017-04-29,18:00:00,EDT,,48.049,33.78887,62.30912
Vermont (Billing Load),2017-04-29,19:00:00,EDT,,18.28953,10.48925,26.0898
Vermont (Billing Load),2017-04-29,20:00:00,EDT,,1.64867,1.64867,1.64867
Vermont (Billing Load),2017-04-29,21:00:00,EDT,,0.04979,0.04979,0.04979
Vermont (Billing Load),2017-04-29,22:00:00,EDT,,0.04972,0.04972,0.04972
Vermont (Billing Load),2017-04-29,23:00:00,EDT,,0.04965,0.04965,0.04965
Vermont (Billing Load),2017-04-30,00:00:00,EDT,,0.04959,0.04959,0.04959
Vermont (Billing Load),2017-04-30,01:00:00,EDT,,0.04954,0.04954,0.04954
Vermont (Billing Load),2017-04-30,02:00:00,EDT,,0.0495,0.0495,0.0495
Vermont (Billing Load),2017-04-30,03:00:00,EDT,,0.04946,0.04946,0.04946
Vermont (Billing Load),2017-04-30,04:00:00,EDT,,0.04943,0.04943,0.04943
Vermont (Billing Load),2017-04-30,05:00:00,EDT,,0.05031,0.05031,0.05031
Vermont (Billing Load),2017-04-30,06:00:00,EDT,,0.24186,0.24186,0.24186
Vermont (Billing Load),2017-04-30,07:00:00,EDT,,9.2074,4.23945,14.17535
Vermont (Billing Load),2017-04-30,08:00:00,EDT,,37.26645,25.4371,49.09581
Vermont (Billing Load),2017-04-30,09:00:00,EDT,,64.01396,48.42983,79.59809
Vermont (Billing Load),2017-04-30,10:00:00,EDT,,90.53101,72.78693,108.27509
Vermont (Billing Load),2017-04-30,11:00:00,EDT,,108.61006,87.32249,129.89763
Vermont (Billing Load),2017-04-30,12:00:00,EDT,,118.29197,95.10674,141.4772
Vermont (Billing Load),2017-04-30,13:00:00,EDT,,111.04719,89.28194,132.81244
Vermont (Billing Load),2017-04-30,14:00:00,EDT,,78.53035,63.04555,94.01516
Vermont (Billing Load),2017-04-30,15:00:00,EDT,,48.18329,35.6219,60.74468
Vermont (Billing Load),2017-04-30,16:00:00,EDT,,31.75333,23.76806,39.7386
Vermont (Billing Load),2017-04-30,17:00:00,EDT,,19.63025,15.60873,23.65177
Vermont (Billing Load),2017-04-30,18:00:00,EDT,,11.92258,9.3067,14.53845
Vermont (Billing Load),2017-04-30,19:00:00,EDT,,4.85122,3.51757,6.18488
Vermont (Billing Load),2017-04-30,20:00:00,EDT,,0.62635,0.62635,0.62635
Vermont (Billing Load),2017-04-30,21:00:00,EDT,,0.04844,0.04844,0.04844
Vermont (Billing Load),2017-04-30,22:00:00,EDT,,0.0484,0.0484,0.0484
Vermont (Billing Load),2017-04-30,23:00:00,EDT,,0.04836,0.04836,0.04836
Vermont (Billing Load),2017-05-01,00:00:00,EDT,,0.04832,0.04832,0.04832
Vermont (Billing Load),2017-05-01,01:00:00,EDT,,0.04827,0.04827,0.04827
Vermont (Billing Load),2017-05-01,02:00:00,EDT,,0.04819,0.04819,0.04819
Vermont (Billing Load),2017-05-01,03:00:00,EDT,,0.04811,0.04811,0.04811
Vermont (Billing Load),2017-05-01,04:00:00,EDT,,0.04805,0.04805,0.04805
Vermont (Billing Load),2017-05-01,05:00:00,EDT,,0.04801,0.04801,0.04801
Vermont (Billing Load),2017-05-01,06:00:00,EDT,,0.12968,0.12968,0.12968
Vermont (Billing Load),2017-05-01,07:00:00,EDT,,3.28771,2.24589,4.32953
Vermont (Billing Load),2017-05-01,08:00:00,EDT,,13.46716,10.8276,16.10673
Vermont (Billing Load),2017-05-01,09:00:00,EDT,,28.31927,22.7687,33.86985
Vermont (Billing Load),2017-05-01,10:00:00,EDT,,38.72084,31.13156,46.31013
Vermont (Billing Load),2017-05-01,11:00:00,EDT,,51.12138,40.29818,61.94458
Vermont (Billing Load),2017-05-01,12:00:00,EDT,,63.57397,50.35708,76.79085
Vermont (Billing Load),2017-05-01,13:00:00,EDT,,79.02264,63.5342,94.51108
Vermont (Billing Load),2017-05-01,14:00:00,EDT,,94.91746,76.31364,113.52129
Vermont (Billing Load),2017-05-01,15:00:00,EDT,,95.55212,76.82391,114.28034
Vermont (Billing Load),2017-05-01,16:00:00,EDT,,85.49791,68.74032,102.2555
Vermont (Billing Load),2017-05-01,17:00:00,EDT,,65.0177,52.27423,77.76117
Vermont (Billing Load),2017-05-01,18:00:00,EDT,,36.06431,27.08669,45.04192
Vermont (Billing Load),2017-05-01,19:00:00,EDT,,10.82091,6.75814,14.88368
Vermont (Billing Load),2017-05-01,20:00:00,EDT,,1.23728,1.23728,1.23728
Vermont (Billing Load),2017-05-01,21:00:00,EDT,,0.04767,0.04767,0.04767
Vermont (Billing Load),2017-05-01,22:00:00,EDT,,0.04766,0.04766,0.04766
Vermont (Billing Load),2017-05-01,23:00:00,EDT,,0.04765,0.04765,0.04765
Vermont (Billing Load),2017-05-02,00:00:00,EDT,,0.04767,0.04767,0.04767
Vermont (Billing Load),2017-05-02,01:00:00,EDT,,0.04772,0.04772,0.04772
Vermont (Billing Load),2017-05-02,02:00:00,EDT,,0.04781,0.04781,0.04781
Vermont (Billing Load),2017-05-02,03:00:00,EDT,,0.04795,0.04795,0.04795
Vermont (Billing Load),2017-05-02,04:00:00,EDT,,0.04813,0.04813,0.04813
Vermont (Billing Load),2017-05-02,05:00:00,EDT,,0.04829,0.04829,0.04829
Vermont (Billing Load),2017-05-02,06:00:00,EDT,,0.20409,0.20409,0.20409
Vermont (Billing Load),2017-05-02,07:00:00,EDT,,6.06625,2.07427,10.05823
Vermont (Billing Load),2017-05-02,08:00:00,EDT,,23.15778,14.1286,32.18696
Vermont (Billing Load),2017-05-02,09:00:00,EDT,,51.92123,37.44301,66.39944
Vermont (Billing Load),2017-05-02,10:00:00,EDT,,78.05594,62.68466,93.42722
Vermont (Billing Load),2017-05-02,11:00:00,EDT,,85.61705,68.83611,102.39799
Vermont (Billing Load),2017-05-02,12:00:00,EDT,,81.83862,65.79825,97.87899
Vermont (Billing Load),2017-05-02,13:00:00,EDT,,88.78156,71.38038,106.18275
Vermont (Billing Load),2017-05-02,14:00:00,EDT,,98.32406,79.05254,117.59558
Vermont (Billing Load),2017-05-02,15:00:00,EDT,,90.47879,72.74494,108.21263
Vermont (Billing Load),2017-05-02,16:00:00,EDT,,73.33709,57.78026,88.89392
Vermont (Billing Load),2017-05-02,17:00:00,EDT,,51.77842,38.16274,65.3941
Vermont (Billing Load),2017-05-02,18:00:00,EDT,,34.11066,23.66544,44.55588
Vermont (Billing Load),2017-05-02,19:00:00,EDT,,13.23409,8.31544,18.15273
Vermont (Billing Load),2017-05-02,20:00:00,EDT,,1.41252,1.41252,1.41252
Vermont (Billing Load),2017-05-02,21:00:00,EDT,,0.04736,0.04736,0.04736
Vermont (Billing Load),2017-05-02,22:00:00,EDT,,0.04737,0.04737,0.04737
Vermont (Billing Load),2017-05-02,23:00:00,EDT,,0.04738,0.04738,0.04738
Vermont (Billing Load),2017-05-03,00:00:00,EDT,,0.0475,0.0475,0.0475
Vermont (Billing Load),2017-05-03,01:00:00,EDT,,0.04748,0.04748,0.04748
Vermont (Billing Load),2017-05-03,02:00:00,EDT,,0.04746,0.04746,0.04746
Vermont (Billing Load),2017-05-03,03:00:00,EDT,,0.04744,0.04744,0.04744
Vermont (Billing Load),2017-05-03,04:00:00,EDT,,0.04742,0.04742,0.04742
Vermont (Billing Load),2017-05-03,05:00:00,EDT,,0.0473,0.0473,0.0473
Vermont (Billing Load),2017-05-03,06:00:00,EDT,,0.20062,0.20062,0.20062
Vermont (Billing Load),2017-05-03,07:00:00,EDT,,4.82655,2.09392,7.55918
Vermont (Billing Load),2017-05-03,08:00:00,EDT,,18.29073,11.60061,24.98085
Vermont (Billing Load),2017-05-03,09:00:00,EDT,,25.96182,15.58732,36.33632
Vermont (Billing Load),2017-05-03,10:00:00,EDT,,33.93035,21.64938,46.21133
Vermont (Billing Load),2017-05-03,11:00:00,EDT,,46.48235,31.42165,61.54305
Vermont (Billing Load),2017-05-03,12:00:00,EDT,,61.25791,46.01419,76.50164
Vermont (Billing Load),2017-05-03,13:00:00,EDT,,75.61459,60.79413,90.43505
Vermont (Billing Load),2017-05-03,14:00:00,EDT,,87.57629,70.41134,104.74124
Vermont (Billing Load),2017-05-03,15:00:00,EDT,,81.02281,65.14234,96.90328
Vermont (Billing Load),2017-05-03,16:00:00,EDT,,64.87419,49.33863,80.40976
Vermont (Billing Load),2017-05-03,17:00:00,EDT,,48.0686,32.99802,63.13918
Vermont (Billing Load),2017-05-03,18:00:00,EDT,,37.3586,25.41703,49.30017
Vermont (Billing Load),2017-05-03,19:00:00,EDT,,18.64631,11.14397,26.14864
Vermont (Billing Load),2017-05-03,20:00:00,EDT,,2.11082,0.52771,4.14304
Vermont (Billing Load),2017-05-03,21:00:00,EDT,,0.05008,0.05008,0.05008
Vermont (Billing Load),2017-05-03,22:00:00,EDT,,0.05005,0.05005,0.05005
Vermont (Billing Load),2017-05-03,23:00:00,EDT,,0.05003,0.05003,0.05003
Vermont (Billing Load),2017-05-04,00:00:00,EDT,,0.05001,0.05001,0.05001
Vermont (Billing Load),2017-05-04,01:00:00,EDT,,0.05001,0.05001,0.05001
Vermont (Billing Load),2017-05-04,02:00:00,EDT,,0.05001,0.05001,0.05001
Vermont (Billing Load),2017-05-04,03:00:00,EDT,,0.05001,0.05001,0.05001
Vermont (Billing Load),2017-05-04,04:00:00,EDT,,0.05002,0.05002,0.05002
Vermont (Billing Load),2017-05-04,05:00:00,EDT,,0.05003,0.05003,0.05003
Vermont (Billing Load),2017-05-04,06:00:00,EDT,,0.41306,0.41306,0.41306
Vermont (Billing Load),2017-05-04,07:00:00,EDT,,10.7442,5.10878,16.37962
Vermont (Billing Load),2017-05-04,08:00:00,EDT,,48.30116,34.84417,61.75815
Vermont (Billing Load),2017-05-04,09:00:00,EDT,,92.69694,74.52834,110.86554
Vermont (Billing Load),2017-05-04,10:00:00,EDT,,124.30571,99.94179,148.66963
Vermont (Billing Load),2017-05-04,11:00:00,EDT,,145.21233,116.75072,173.67395
Vermont (Billing Load),2017-05-04,12:00:00,EDT,,152.54025,122.64236,182.43814
Vermont (Billing Load),2017-05-04,13:00:00,EDT,,151.83572,122.07592,181.59553
Vermont (Billing Load),2017-05-04,14:00:00,EDT,,141.09468,113.44012,168.74924
Vermont (Billing Load),2017-05-04,15:00:00,EDT,,112.89675,90.76898,135.02451
Vermont (Billing Load),2017-05-04,16:00:00,EDT,,82.5683,66.38491,98.75168
Vermont (Billing Load),2017-05-04,17:00:00,EDT,,62.03879,47.16745,76.91012
Vermont (Billing Load),2017-05-04,18:00:00,EDT,,33.82839,19.24734,48.40944
Vermont (Billing Load),2017-05-04,19:00:00,EDT,,13.41566,6.19403,20.63729
Vermont (Billing Load),2017-05-04,20:00:00,EDT,,2.27077,0.56769,4.03187
Vermont (Billing Load),2017-05-04,21:00:00,EDT,,0.04719,0.04719,0.04719
Vermont (Billing Load),2017-05-04,22:00:00,EDT,,0.04717,0.04717,0.04717
Vermont (Billing Load),2017-05-04,23:00:00,EDT,,0.04715,0.04715,0.04715
Vermont (Billing Load),2017-05-05,00:00:00,EDT,,0.04714,0.04714,0.04714
Vermont (Billing Load),2017-05-05,01:00:00,EDT,,0.04712,0.04712,0.04712
Vermont (Billing Load),2017-05-05,02:00:00,EDT,,0.04711,0.04711,0.04711
Vermont (Billing Load),2017-05-05,03:00:00,EDT,,0.04709,0.04709,0.04709
Vermont (Billing Load),2017-05-05,04:00:00,EDT,,0.04708,0.04708,0.04708
Vermont (Billing Load),2017-05-05,05:00:00,EDT,,0.04787,0.04787,0.04787
Vermont (Billing Load),2017-05-05,06:00:00,EDT,,0.38144,0.38144,0.38144
Vermont (Billing Load),2017-05-05,07:00:00,EDT,,5.84047,2.54674,9.1342
Vermont (Billing Load),2017-05-05,08:00:00,EDT,,14.55204,7.12252,21.98156
Vermont (Billing Load),2017-05-05,09:00:00,EDT,,26.58522,15.55317,37.61727
Vermont (Billing Load),2017-05-05,10:00:00,EDT,,33.99828,20.79874,47.19782
Vermont (Billing Load),2017-05-05,11:00:00,EDT,,43.239,27.70913,58.76887
Vermont (Billing Load),2017-05-05,12:00:00,EDT,,49.04606,33.48346,64.60866
Vermont (Billing Load),2017-05-05,13:00:00,EDT,,47.01485,31.52301,62.50668
Vermont (Billing Load),2017-05-05,14:00:00,EDT,,39.1972,24.34276,54.05165
Vermont (Billing Load),2017-05-05,15:00:00,EDT,,28.20534,17.21579,39.19489
Vermont (Billing Load),2017-05-05,16:00:00,EDT,,20.40255,12.53242,28.27268
Vermont (Billing Load),2017-05-05,17:00:00,EDT,,15.02761,8.45467,21.60054
Vermont (Billing Load),2017-05-05,18:00:00,EDT,,9.08903,5.45621,12.72185
Vermont (Billing Load),2017-05-05,19:00:00,EDT,,4.73894,2.27525,7.20263
Vermont (Billing Load),2017-05-05,20:00:00,EDT,,1.03233,1.03233,1.03233
Vermont (Billing Load),2017-05-05,21:00:00,EDT,,0.04651,0.04651,0.04651
Vermont (Billing Load),2017-05-05,22:00:00,EDT,,0.0465,0.0465,0.0465
Vermont (Billing Load),2017-05-05,23:00:00,EDT,,0.0465,0.0465,0.0465
Vermont (Billing Load),2017-05-06,00:00:00,EDT,,0.0465,0.0465,0.0465
Vermont (Billing Load),2017-05-06,01:00:00,EDT,,0.0465,0.0465,0.0465
Vermont (Billing Load),2017-05-06,02:00:00,EDT,,0.04651,0.04651,0.04651
Vermont (Billing Load),2017-05-06,03:00:00,EDT,,0.04652,0.04652,0.04652
Vermont (Billing Load),2017-05-06,04:00:00,EDT,,0.04653,0.04653,0.04653
Vermont (Billing Load),2017-05-06,05:00:00,EDT,,0.04678,0.04678,0.04678
Vermont (Billing Load),2017-05-06,06:00:00,EDT,,0.29597,0.29597,0.29597
Vermont (Billing Load),2017-05-06,07:00:00,EDT,,3.84886,2.02973,5.66799
Vermont (Billing Load),2017-05-06,08:00:00,EDT,,10.19101,6.78867,13.59335
Vermont (Billing Load),2017-05-06,09:00:00,EDT,,16.69211,10.44194,22.94227
Vermont (Billing Load),2017-05-06,10:00:00,EDT,,28.92826,19.37661,38.47991
Vermont (Billing Load),2017-05-06,11:00:00,EDT,,48.47294,36.59348,60.3524
Vermont (Billing Load),2017-05-06,12:00:00,EDT,,70.58806,55.22449,85.95163
Vermont (Billing Load),2017-05-06,13:00:00,EDT,,95.89139,77.09668,114.68611
Vermont (Billing Load),2017-05-06,14:00:00,EDT,,115.54973,92.90199,138.19748
Vermont (Billing Load),2017-05-06,15:00:00,EDT,,119.17541,95.81703,142.53379
Vermont (Billing Load),2017-05-06,16:00:00,EDT,,100.91264,81.13376,120.69152
Vermont (Billing Load),2017-05-06,17:00:00,EDT,,75.01091,59.87999,90.14182
Vermont (Billing Load),2017-05-06,18:00:00,EDT,,45.32267,30.96237,59.68297
Vermont (Billing Load),2017-05-06,19:00:00,EDT,,15.81832,8.50719,23.12946
Vermont (Billing Load),2017-05-06,20:00:00,EDT,,1.99584,0.49896,3.70143
Vermont (Billing Load),2017-05-06,21:00:00,EDT,,0.04667,0.04667,0.04667
Vermont (Billing Load),2017-05-06,22:00:00,EDT,,0.04666,0.04666,0.04666
Vermont (Billing Load),2017-05-06,23:00:00,EDT,,0.04666,0.04666,0.04666
Vermont (Billing Load),2017-05-07,00:00:00,EDT,,0.04665,0.04665,0.04665
Vermont (Billing Load),2017-05-07,01:00:00,EDT,,0.04665,0.04665,0.04665
Vermont (Billing Load),2017-05-07,02:00:00,EDT,,0.04664,0.04664,0.04664
Vermont (Billing Load),2017-05-07,03:00:00,EDT,,0.04664,0.04664,0.04664
Vermont (Billing Load),2017-05-07,04:00:00,EDT,,0.04665,0.04665,0.04665
Vermont (Billing Load),2017-05-07,05:00:00,EDT,,0.04655,0.04655,0.04655
Vermont (Billing Load),2017-05-07,06:00:00,EDT,,0.3348,0.3348,0.3348
Vermont (Billing Load),2017-05-07,07:00:00,EDT,,7.8075,5.52393,10.09107
Vermont (Billing Load),2017-05-07,08:00:00,EDT,,24.71008,18.60233,30.81784
Vermont (Billing Load),2017-05-07,09:00:00,EDT,,45.29857,33.43326,57.16388
Vermont (Billing Load),2017-05-07,10:00:00,EDT,,58.983,43.84893,74.11707
Vermont (Billing Load),2017-05-07,11:00:00,EDT,,65.13316,49.66303,80.6033
Vermont (Billing Load),2017-05-07,12:00:00,EDT,,70.40818,54.99381,85.82254
Vermont (Billing Load),2017-05-07,13:00:00,EDT,,79.68365,64.06565,95.30165
Vermont (Billing Load),2017-05-07,14:00:00,EDT,,82.35638,66.21453,98.49823
Vermont (Billing Load),2017-05-07,15:00:00,EDT,,70.88685,55.32046,86.45324
Vermont (Billing Load),2017-05-07,16:00:00,EDT,,57.64076,43.48088,71.80064
Vermont (Billing Load),2017-05-07,17:00:00,EDT,,43.53476,32.46213,54.6074
Vermont (Billing Load),2017-05-07,18:00:00,EDT,,29.98667,21.44286,38.53049
Vermont (Billing Load),2017-05-07,19:00:00,EDT,,12.67971,8.5366,16.82283
Vermont (Billing Load),2017-05-07,20:00:00,EDT,,1.84016,0.69077,2.98954
Vermont (Billing Load),2017-05-07,21:00:00,EDT,,0.04663,0.04663,0.04663
Vermont (Billing Load),2017-05-07,22:00:00,EDT,,0.04684,0.04684,0.04684
Vermont (Billing Load),2017-05-07,23:00:00,EDT,,0.04742,0.04742,0.04742
Vermont (Billing Load),2017-05-08,00:00:00,EDT,,0.04802,0.04802,0.04802
Vermont (Billing Load),2017-05-08,01:00:00,EDT,,0.04863,0.04863,0.04863
Vermont (Billing Load),2017-05-08,02:00:00,EDT,,0.04908,0.04908,0.04908
Vermont (Billing Load),2017-05-08,03:00:00,EDT,,0.04946,0.04946,0.04946
Vermont (Billing Load),2017-05-08,04:00:00,EDT,,0.04978,0.04978,0.04978
Vermont (Billing Load),2017-05-08,05:00:00,EDT,,0.05895,0.05895,0.05895
Vermont (Billing Load),2017-05-08,06:00:00,EDT,,0.36074,0.36074,0.36074
Vermont (Billing Load),2017-05-08,07:00:00,EDT,,5.12463,1.8416,8.40767
Vermont (Billing Load),2017-05-08,08:00:00,EDT,,15.58484,8.00251,23.16717
Vermont (Billing Load),2017-05-08,09:00:00,EDT,,31.32893,18.63279,44.02508
Vermont (Billing Load),2017-05-08,10:00:00,EDT,,47.55643,31.97171,63.14115
Vermont (Billing Load),2017-05-08,11:00:00,EDT,,59.8822,44.3418,75.42261
Vermont (Billing Load),2017-05-08,12:00:00,EDT,,67.68253,52.26679,83.09828
Vermont (Billing Load),2017-05-08,13:00:00,EDT,,70.941,55.75866,86.12333
Vermont (Billing Load),2017-05-08,14:00:00,EDT,,68.50334,53.42625,83.58044
Vermont (Billing Load),2017-05-08,15:00:00,EDT,,64.03687,48.81348,79.26027
Vermont (Billing Load),2017-05-08,16:00:00,EDT,,55.44845,40.01488,70.88202
Vermont (Billing Load),2017-05-08,17:00:00,EDT,,45.83437,30.2935,61.37524
Vermont (Billing Load),2017-05-08,18:00:00,EDT,,31.66811,19.5673,43.76893
Vermont (Billing Load),2017-05-08,19:00:00,EDT,,14.95671,8.43184,21.48157
Vermont (Billing Load),2017-05-08,20:00:00,EDT,,2.65489,0.80132,4.50845
Vermont (Billing Load),2017-05-08,21:00:00,EDT,,0.05893,0.05893,0.05893
Vermont (Billing Load),2017-05-08,22:00:00,EDT,,0.05891,0.05891,0.05891
Vermont (Billing Load),2017-05-08,23:00:00,EDT,,0.05868,0.05868,0.05868
Vermont (Billing Load),2017-05-09,00:00:00,EDT,,0.05834,0.05834,0.05834
Vermont (Billing Load),2017-05-09,01:00:00,EDT,,0.05797,0.05797,0.05797
Vermont (Billing Load),2017-05-09,02:00:00,EDT,,0.05745,0.05745,0.05745
Vermont (Billing Load),2017-05-09,03:00:00,EDT,,0.05681,0.05681,0.05681
Vermont (Billing Load),2017-05-09,04:00:00,EDT,,0.05636,0.05636,0.05636
Vermont (Billing Load),2017-05-09,05:00:00,EDT,,0.05602,0.05602,0.05602
Vermont (Billing Load),2017-05-09,06:00:00,EDT,,0.64867,0.64867,0.64867
Vermont (Billing Load),2017-05-09,07:00:00,EDT,,11.25439,6.08852,16.42026
Vermont (Billing Load),2017-05-09,08:00:00,EDT,,36.2526,24.71193,47.79327
Vermont (Billing Load),2017-05-09,09:00:00,EDT,,56.78508,41.30177,72.26839
Vermont (Billing Load),2017-05-09,10:00:00,EDT,,70.69672,55.1755,86.21794
Vermont (Billing Load),2017-05-09,11:00:00,EDT,,81.13305,65.23098,97.03513
Vermont (Billing Load),2017-05-09,12:00:00,EDT,,87.6149,70.44238,104.78742
Vermont (Billing Load),2017-05-09,13:00:00,EDT,,87.6313,70.45557,104.80704
Vermont (Billing Load),2017-05-09,14:00:00,EDT,,86.0849,69.21226,102.95754
Vermont (Billing Load),2017-05-09,15:00:00,EDT,,86.39144,69.45872,103.32417
Vermont (Billing Load),2017-05-09,16:00:00,EDT,,81.85706,65.81307,97.90104
Vermont (Billing Load),2017-05-09,17:00:00,EDT,,66.6902,51.21703,82.16337
Vermont (Billing Load),2017-05-09,18:00:00,EDT,,42.45939,31.07332,53.84545
Vermont (Billing Load),2017-05-09,19:00:00,EDT,,18.71134,12.39763,25.02506
Vermont (Billing Load),2017-05-09,20:00:00,EDT,,2.6925,0.88726,4.49773
Vermont (Billing Load),2017-05-09,21:00:00,EDT,,0.0562,0.0562,0.0562
Vermont (Billing Load),2017-05-09,22:00:00,EDT,,0.05611,0.05611,0.05611
Vermont (Billing Load),2017-05-09,23:00:00,EDT,,0.05602,0.05602,0.05602
Vermont (Billing Load),2017-05-10,00:00:00,EDT,,0.05597,0.05597,0.05597
Vermont (Billing Load),2017-05-10,01:00:00,EDT,,0.05593,0.05593,0.05593
Vermont (Billing Load),2017-05-10,02:00:00,EDT,,0.05589,0.05589,0.05589
Vermont (Billing Load),2017-05-10,03:00:00,EDT,,0.05586,0.05586,0.05586
Vermont (Billing Load),2017-05-10,04:00:00,EDT,,0.05584,0.05584,0.05584
Vermont (Billing Load),2017-05-10,05:00:00,EDT,,0.05584,0.05584,0.05584
Vermont (Billing Load),2017-05-10,06:00:00,EDT,,0.56068,0.56068,0.56068
Vermont (Billing Load),2017-05-10,07:00:00,EDT,,15.66361,9.73586,21.59137
Vermont (Billing Load),2017-05-10,08:00:00,EDT,,48.98729,36.09018,61.8844
Vermont (Billing Load),2017-05-10,09:00:00,EDT,,89.81715,72.21299,107.42131
Vermont (Billing Load),2017-05-10,10:00:00,EDT,,116.80369,93.91017,139.69721
Vermont (Billing Load),2017-05-10,11:00:00,EDT,,124.15511,99.82071,148.48951
Vermont (Billing Load),2017-05-10,12:00:00,EDT,,124.67431,100.23815,149.11048
Vermont (Billing Load),2017-05-10,13:00:00,EDT,,118.55906,95.32149,141.79664
Vermont (Billing Load),2017-05-10,14:00:00,EDT,,113.05703,90.89786,135.21621
Vermont (Billing Load),2017-05-10,15:00:00,EDT,,96.69035,77.73904,115.64166
Vermont (Billing Load),2017-05-10,16:00:00,EDT,,78.00689,62.71754,93.29623
Vermont (Billing Load),2017-05-10,17:00:00,EDT,,59.44068,44.19867,74.68269
Vermont (Billing Load),2017-05-10,18:00:00,EDT,,42.93494,30.92727,54.9426
Vermont (Billing Load),2017-05-10,19:00:00,EDT,,20.73119,13.70393,27.75845
Vermont (Billing Load),2017-05-10,20:00:00,EDT,,2.7268,0.6817,4.84739
Vermont (Billing Load),2017-05-10,21:00:00,EDT,,0.0502,0.0502,0.0502
